Job Name,Location,Salary,Qualifications
AI/ML,Remote,"$94,000 - $143,000 a year",7 years; Microsoft Excel; Management; ERP systems; NetSuite; Analysis skills; Bachelor's degree; Logistics; Senior level; AI; Supply Chain Management
AI/ML,Remote,"$185,000 - $295,000 a year",Computer science; Doctoral degree; Computer Science; Master's degree; Supervising experience; Machine learning; Doctor of Philosophy; Team management; Product management; Cybersecurity; Senior level; AI; Leadership; Communication skills
AI/ML,"Irvine, CA",Estimated: $167K - $223K a year,Computer Science; 5 years; Software deployment; Bachelor of Science; System architecture; Java; Master's degree; C++; Bachelor's degree; Product management; Scripting; Software development; Agile; Manufacturing; Senior level; AI; Leadership; Python; Debugging
AI/ML,"Mobile, AL",From $20 an hour,Writing skills; English; Research; Bachelor's degree; AI; Grammar Experience; Entry level
AI/ML,"Reston, VA","$60,927 - $103,576 a year",5 years; Bachelor's degree; Financial management; Senior level; AI; Communication skills
AI/ML,"San Francisco Bay Area, CA","$150,000 - $250,000 a year",TensorFlow; Doctoral degree; PyTorch; Bachelor of Science; Mid-level; Master's degree; Bachelor's degree; Doctor of Philosophy; Deep learning; Machine learning libraries; AI; 2 years; Python
AI/ML,"Seattle, WA","$129,300 - $223,600 a year",Computer science; Computer Science; Mid-level; 3 years; Bachelor's degree; Machine learning; APIs; AI; SDLC; Design patterns
AI/ML,"San Jose, CA","$133,900 - $242,000 a year",CI/CD; Computer science; Go; Node.js; Doctoral degree; Computer Science; RESTful API; 5 years; Bachelor of Science; Writing skills; Spark; Prompt engineering; Master's degree; OOP; Bachelor's degree; Machine learning; Doctor of Philosophy; JavaScript; Network protocols; Organizational skills; Software development; Integration testing; Kafka; Senior level; AI; Communication skills; Python; Debugging; Design patterns
AI/ML,"New York, NY","$170,000 - $230,000 a year",TensorFlow; CI/CD; Kubernetes; PyTorch; 5 years; DevOps; Quantization; Docker; Machine learning; Model deployment; Distributed systems; Deep learning; Senior level; AI; Python
AI/ML,"Langhorne, PA","$85,000 - $120,000 a year",Mid-level; Driver's License; BCBA; AI
AI/ML,"Cincinnati, OH",Estimated: $60.8K - $68.1K a year,Doctoral degree; Writing skills; English; Mid-level; Master's degree; Doctor of Philosophy; Master of Arts; Higher education teaching; AI; Leadership; Communication skills; Teaching
AI/ML,United States,"$190,000 - $275,000 a year",Oracle; 5 years; Snowflake; SQL; SRE; Data pipelines; ETL; Kafka; SSIS; Senior level; AI; Informatica; Communication skills; Python; Master data management
AI/ML,Remote,$1 a year,Microsoft Word; Pricing; Microsoft Excel; Microsoft Outlook; No experience needed; Microsoft Office; Organizational skills; AI; Entry level
AI/ML,"Seattle, WA","$136,100 - $235,200 a year",5 years; QlikView; Tableau; Bachelor's degree; Product management; Natural language processing; Senior level; AI
AI/ML,"Newport News, VA",Estimated: $54K - $68.4K a year,Microsoft Word; Microsoft Excel; Mid-level; High school diploma or GED; Machine learning; Document management; 4 years
AI/ML,Remote,From $40 an hour,Statistics; Doctoral degree; Calculus; English; Mid-level; Master's degree; Doctor of Philosophy; Algebra; AI
AI/ML,"Seattle, WA","$197,400 - $360,200 a year",Law; Doctoral degree; Computer Science; PyTorch; Software deployment; Quantization; Master's degree; Machine learning; Doctor of Philosophy; Deep learning; Computer Engineering; Senior level; AI; 2 years
AI/ML,"Burlington, MA",Estimated: $72.4K - $176K a year,Computer science; Oracle; Doctoral degree; Computer Science; PyTorch; Research; Java; Analysis skills; Machine learning; Doctor of Philosophy; Senior level; AI; Multithreading; Machine learning frameworks; Communication skills; Python; Debugging
AI/ML,Remote,"$69,000 - $127,400 a year",GM vehicles; Power BI; Mid-level; High school diploma or GED; SQL; Analysis skills; Project management; Bachelor's degree; Data analytics; Fraud prevention and detection; AI; Leadership; 2 years; Analytics
AI/ML,"Castle Rock, CO","$158,170 - $258,000 a year",Sales support; Sales; Sales management; Sales administration; Outside sales; Master's degree; Bachelor's degree; Demand generation marketing; Senior level; SaaS; AI; Marketing; Negotiation
AI/ML,Massachusetts,Estimated: $123K - $156K a year,Distributed systems; Senior level; AI
AI/ML,United States,Estimated: $16.9K - $87.2K a year,English; Mid-level; Transcription; Computer skills; AI
AI/ML,"Austin, TX",Estimated: $153K - $211K a year,Succession planning; Management; Learning technology; 5 years; Talent management; Organizational skills; Training & development; Senior level; AI; Leadership; Communication skills
AI/ML,"Seattle, WA","$127,700 - $255,400 a year",Computer Science; PyTorch; Master's degree; C++; C; Machine learning; Distributed systems; Senior level; AI; Python
AI/ML,Remote,"$170,000 - $225,000 a year",GPU architecture; Customer service; Product management; Organizational skills; Linux; Senior level; AI; 10 years
AI/ML,"Cupertino, CA","$175,800 - $312,200 a year",Computer science; Data mining; Go; Management; Doctoral degree; Computer Science; MapReduce; Spark; Apache Hive; Prompt engineering; Java; Master's degree; Algorithms; Analysis skills; C++; Machine learning; Doctor of Philosophy; Deep learning; Natural language processing; Senior level; AI; Graph databases; Python; Generative AI; Hadoop
AI/ML,"Durham, NC","$78,969 - $127,569 a year",Bioinformatics; Bachelor of Science; Mid-level; Master's degree; Bachelor's degree; AI
AI/ML,"Killeen, TX",From $40 an hour,Writing skills; C#; English; Mid-level; SQL; C++; Bachelor's degree; JavaScript; Software development; Swift; AI; Grammar Experience; Python; HTML
AI/ML,"Indianapolis, IN","$126,000 - $184,800 a year",Jira; Customer service; 3 years; CEH; Analysis skills; Bachelor's degree; Organizational skills; Agile; Senior level; AI; Figma; Leadership; Communication skills
AI/ML,"Arlington, TX",From $20 an hour,Writing skills; Journalism; English; Research; Bachelor's degree; AI; Grammar Experience; Entry level; Copywriting
AI/ML,"Baton Rouge, LA",From $20 an hour,Writing skills; English; Research; Bachelor's degree; AI; Grammar Experience; Entry level
AI/ML,Remote,N/A,AI models; TensorFlow; CI/CD; Cloud infrastructure; Azure; Go; Management; Cloud architecture; Kubernetes; PyTorch; DevOps; Google Cloud Platform; Java; Microservices; AWS; Machine learning; Model deployment; Distributed systems; Terraform; APIs; Model training; Senior level; AI; Leadership; Communication skills; Python; MLOps; Stakeholder management; 10 years
AI/ML,Remote,"$155,000 - $255,000 a year",Computer science; Doctoral degree; Computer Science; Master's degree; Supervising experience; Machine learning; Doctor of Philosophy; Product management; Cybersecurity; Senior level; AI; Communication skills
AI/ML,Remote,"$158,000 - $250,000 a year",Computer science; Doctoral degree; Research; Machine learning; Doctor of Philosophy; Organizational skills; Senior level; AI; Leadership; Communication skills; Python; Generative AI
AI/ML,"Atlantic City, NJ",Estimated: $69K - $87.8K a year,Crisis management; Forecasting; Senior level; AI; Leadership; Communication skills
AI/ML,"Detroit, MI",From $20 an hour,Writing skills; Journalism; English; Research; Bachelor's degree; AI; Grammar Experience; Entry level; Copywriting
AI/ML,"Winston-Salem, NC",Estimated: $129K - $174K a year,Statistical software; Medicine; Doctoral degree; Research; Analysis skills; Machine learning; Doctor of Philosophy; Natural language processing; Clinical trials; Senior level; AI; Leadership; Teaching
AI/ML,"San Mateo, CA","$182,300 - $273,500 a year",Jira; CI/CD; Salt; Kubernetes; Software deployment; DevOps; UNIX; Information security; 8 years; Jupyter; AWS; Docker; Machine learning; Confluence; Ubuntu; Computer networking; GitHub; Solarwinds; S3; Linux; Weka; Senior level; AI; Communication skills; Python; High availability
AI/ML,"New York, NY",$17.50 - $19.25 an hour,Customer service; Cash register; Machine learning; Food service; AI; Leadership; Restaurant experience; Communication skills; Entry level
AI/ML,"San Francisco, CA","$171,275 - $254,150 a year",Power BI; Data modeling; Data Integration (Data management); Azure; Computer Science; Data lake; Cassandra; Kubernetes; 5 years; Big data; Cloud architecture diagrams; Data structures; Spark; NoSQL; 11+ years; Information Systems; Google Cloud Platform; MongoDB; Tableau; Data governance; Snowflake; Master's degree; SQL; Database design; Data Architecture Design (Architecture design skills); AWS; Database management; Docker; Bachelor's degree; Machine learning; PostgreSQL; Mentoring; Talend; ETL; IT; Apache; Kafka; Data science; Data visualization; Redshift; 9 years; Business requirements; Senior level; AI; Informatica; Data aggregation; AWS Certified Solutions Architect; Leadership; Communication skills; Data warehouse; MySQL; AWS Certified Solutions Architect – Professional; Analytics; Hadoop; 10 years
AI/ML,Remote,"$145,500 - $232,500 a year",Statistics; Doctoral degree; Product marketing; 5 years; Survey design; R; Data analysis skills; Research; SQL; Statistical analysis; Doctor of Philosophy; Usability; UX; Senior level; AI; Python; Marketing
AI/ML,"Rockville, MD","$108,200 - $235,500 a year",Computer science; Computer Science; 5 years; Information security; AWS; Bachelor's degree; NIST standards; Splunk; Computer Engineering; Cybersecurity; Senior level; AI; Communication skills
AI/ML,"Fairport, NY","$35,700 a year",Carpentry; Tooling; Maintenance; Mid-level; 3 years; High school diploma or GED; Manufacturing facility; Electrical wiring; Programmable logic controllers; Electrical experience; Plumbing; Trade school; Manufacturing; CNC
AI/ML,United States,$50 an hour,Writing skills; English; Computer skills; AI; Entry level
AI/ML,Remote,From $40 an hour,Writing skills; C#; English; Mid-level; SQL; C++; Bachelor's degree; JavaScript; Swift; AI; Grammar Experience; Python; HTML
AI/ML,"San Jose, CA","$136,800 - $205,000 a year",Law; Doctoral degree; Machine learning; Doctor of Philosophy; Alignment; Natural language processing; AI; Communication skills; Entry level
AI/ML,Maryland,"$230,000 - $350,000 a year",Azure; Software implementation; Google Cloud Platform; 3 years; AWS; Supervising experience; Machine learning; Distributed systems; Data science; Cybersecurity; Senior level; AI; Communication skills
AI/ML,"Hoboken, NJ",From $20 an hour,Writing skills; English; Research; Bachelor's degree; AI; Grammar Experience; Entry level
AI/ML,Remote,"$140,000 - $180,000 a year",TensorFlow; PyTorch; Engineering; Mathematics; 3 years; SQL; AWS; C; Machine learning; Deep learning; APIs; A/B testing; Senior level; AI; Communication skills; Python
AI/ML,"Denver, CO","$125,000 - $165,000 a year",Computer science; Doctoral degree; Computer Science; C#; System design; English; Research; Java; Master's degree; Algorithms; PHP; Analysis skills; Bachelor's degree; Machine learning; Doctor of Philosophy; JavaScript; Deep learning; Algorithm design; Quantum engineering; Linux; Unsupervised learning; Senior level; AI; Research & development; Quantitative research; Python; Generative AI
AI/ML,United States,"$129,200 - $268,900 a year",Management; Sales; Business consulting; Finance; Bachelor's degree; Sales strategy; Business Administration; Senior level; AI; 4 years; Business; Marketing
AI/ML,"Richardson, TX",Estimated: $94.4K - $126K a year,AI models; TensorFlow; Azure; Management; Computer Science; PyTorch; Google Cloud Platform; Mid-level; Master's degree; Databases; AWS; Analysis skills; Bachelor's degree; Machine learning; Model deployment; Deep learning; Natural language processing; Software development; APIs; Model training; AI; 2 years; Communication skills; Python; MLOps; Generative AI
AI/ML,Remote,"$135,000 - $215,000 a year",TensorFlow; Kubernetes; PyTorch; DevOps; Scientific research; Spark; Google Cloud Platform; Algorithms; Pandas; AWS; Supervising experience; Docker; Machine learning; XGBoost; Distributed systems; Terraform; Continuous integration; Scalability; Model training; Cybersecurity; Senior level; Jenkins; Python; Identity & access management
AI/ML,Remote,Estimated: $86.8K - $119K a year,Social media management; Keyword research; Data structures; Tableau; Databases; Bachelor's degree; Digital marketing; Machine learning; Attribution modeling; SEO; Natural language processing; Marketing automation; Predictive analytics; Marketing analytics; Data visualization; HubSpot; Google Ads; Senior level; SaaS; AI; Google Analytics; Paid search marketing; Marketing; Analytics
AI/ML,"San Mateo, CA","$170,000 - $210,000 a year",Law; 5 years; Prompt engineering; Databases; Machine learning; Model deployment; Distributed systems; Deep learning; Natural language processing; Distributed computing; Senior level; AI; Python; MLOps; Analytics
AI/ML,"Cambridge, MA",Estimated: $112K - $181K a year,AI models; Statistics; Doctoral degree; Research; Machine learning; Doctor of Philosophy; Deep learning; GitHub; Senior level; AI; Graph databases
AI/ML,"New York, NY","$120,000 - $250,000 a year",AI models; Doctoral degree; PyTorch; Research; Machine learning; Doctor of Philosophy; Model training; Senior level; AI; Communication skills; Python
AI/ML,"Springfield, VA","$73,950 - $100,050 a year",Top Secret Clearance; Computer Science; TS/SCI; Big data; Mid-level; Algorithms; Bachelor's degree; Machine learning; Systems engineering; TS/SCI with Polygraph; Data science; AI; Data transformation; 2 years; Python; Information Technology
AI/ML,"New York, NY","$125,000 - $160,000 a year",Salesforce; Writing skills; 3 years; Product development; Product management; Data analytics; Organizational skills; Agile; Financial services; Investment banking; Data science; Senior level; AI; Communication skills; Banking; Generative AI; Time management
AI/ML,"Cupertino, CA","$175,800 - $264,200 a year",Doctoral degree; Computer Science; Applied Mathematics; 5 years; Encryption; Master's degree; Machine learning; Doctor of Philosophy; Senior level; AI; Graph databases
AI/ML,"Charlotte, NC",Estimated: $101K - $139K a year,Doctoral degree; Mechanical Engineering; Doctor of Philosophy; Senior level; AI
AI/ML,"Redmond, WA","$103,800 - $219,200 a year",Management; Windows; 3 years; Finance; Master's degree; Bachelor's degree; Organizational skills; Business Administration; Senior level; AI; Business; Marketing; Strategic planning; Stakeholder management
AI/ML,"Seattle, WA","$166,000 - $300,000 a year",Management; CSS; React; Tooling; 5 years; Qualtrics; Bachelor's degree; Product development; UX; Software development; Front-end development; Senior level; AI; Interaction design; Figma; Leadership; Communication skills; HTML
AI/ML,"San Francisco Bay Area, CA","$100,000 - $150,000 a year",Social media management; 5 years; Writing skills; Social media strategy; Senior level; AI; Leadership; Editing
AI/ML,"Boston, MA",Estimated: $136K - $179K a year,Cost management; Cloud infrastructure; Management; Cloud architecture; Kubernetes; PaaS; Google Cloud Platform; Research; Snowflake; Algorithms; AWS; Analysis skills; Bachelor's degree; Senior level; AI; AWS Certified Solutions Architect; Communication skills
AI/ML,United States,"$103,800 - $219,200 a year",Program management; Management; PMP; Sales; Business consulting; PMI-ACP; Finance; Master's degree; Change management; Bachelor's degree; Business Administration; Training & development; Senior level; AI; Business; Leadership; 2 years; Strategic planning
AI/ML,"Seattle, WA","$187,500 - $324,100 a year",Laboratory procedures; Doctoral degree; Laboratory experience; Research; Project management; Proposal writing; Presentation skills; Product development; Machine learning; Materials Engineering; Doctor of Philosophy; Intellectual property law; Senior level; AI; Research & development; Leadership; Communication skills; 10 years
AI/ML,"Lancaster, PA",From $40 an hour,Writing skills; C#; English; Mid-level; SQL; C++; Bachelor's degree; JavaScript; Swift; AI; Grammar Experience; Python; HTML
AI/ML,"Billerica, MA",Estimated: $53.5K - $70.2K a year,CGMP; Analytical chemistry; Bachelor of Science; Laboratory information management systems; GMP; Mid-level; Bachelor's degree; Continuous improvement; AI; Communication skills
AI/ML,"San Jose, CA","$120,700 - $228,600 a year",Adobe Photoshop; Doctoral degree; Computer Science; PyTorch; Software deployment; Adobe Illustrator; 3 years; Master's degree; Machine learning; Doctor of Philosophy; Computer Engineering; Senior level; AI; Robotics; Communication skills; Python
AI/ML,"Seattle, WA","$136,100 - $235,200 a year",5 years; QlikView; Tableau; Bachelor's degree; Product management; Natural language processing; Senior level; AI
AI/ML,"Princeton, NJ",Estimated: $53.6K - $61.3K a year,AI models; Doctoral degree; Doctor of Philosophy; Senior level; AI
AI/ML,"San Jose, CA","$194,000 - $355,000 a year",AI models; Reinforcement learning; Doctoral degree; Computer Science; PyTorch; 5 years; Bachelor of Science; Quantization; Master's degree; Bachelor's degree; Machine learning; Doctor of Philosophy; Distributed systems; Master of Science; Deep learning; Distributed computing; Senior level; AI; Model evaluation
AI/ML,"San Francisco, CA",Estimated: $117K - $176K a year,Telephony; Software troubleshooting; Salesforce; Windows; Technical support; 3 years; VoIP; Continuous improvement; B2B; APIs; HubSpot; Senior level; SaaS; AI; Leadership; Communication skills
AI/ML,"Sunnyvale, CA","$143,000 - $286,000 a year",Web accessibility; TensorFlow; Torch; Economics; Statistics; Doctoral degree; Spark; R; Master's degree; SQL; Bachelor's degree; Machine learning; Doctor of Philosophy; Scala; Mentoring; Natural language processing; Organizational skills; WCAG; Software development; IT; Machine learning libraries; Senior level; AI; 2 years; Python; Generative AI; Analytics
AI/ML,"Milwaukee, WI",Estimated: $57K - $79.4K a year,Statistics; Doctoral degree; Research; Master's degree; Algorithms; Analysis skills; Machine learning; Doctor of Philosophy; Biochemistry; Master of Science; Genetics; Linux; 1 year; AI; Communication skills; Bioinformatics; Molecular biology; Entry level
AI/ML,Remote,Estimated: $44.8K - $62K a year,Mid-level; AI
AI/ML,"Seattle, WA","$129,300 - $223,600 a year",Computer science; Law; Computer Science; Mid-level; 3 years; Bachelor's degree; Machine learning; AI; SDLC; Design patterns
AI/ML,Remote,"$80,000 - $100,000 a year",Management; Drone operation; English; OSHA 10; Mid-level; Analysis skills; Driver's License; Continuous improvement; Land surveying; Construction; AI; Leadership; Communication skills
AI/ML,"Chicago, IL","$100,000 - $135,000 a year",Jira; Kotlin; Azure; Computer Science; Bachelor of Science; iOS; Git; Google Cloud Platform; Mid-level; Android; Java; Master's degree; AWS; Analysis skills; C++; C; Bachelor's degree; Machine learning; Agile; Linux; AI; 2 years; Communication skills; Sensors; Python
AI/ML,"Lexington, KY",Estimated: $52.6K - $72.7K a year,CAD; Programmable logic controllers; Project management; Bachelor's degree; Machine learning; Vision inspection system; 1 year; Robotics; Entry level; CAM programming
AI/ML,"Reston, VA","$107,936 - $183,491 a year",Medicine; Microsoft Excel; Doctoral degree; Windows; Microsoft Office; 8 years; Doctor of Philosophy; Epidemiology; Senior level; AI; Communication skills; Time management
AI/ML,"Annapolis Junction, MD","$179,000 - $309,400 a year",Rust; Computer Science; Security engineering; Java; Master's degree; AWS; Cloud security; Machine learning; Distributed systems; Data science; Senior level; AI; Python
AI/ML,Remote,Estimated: $62.1K - $92.9K a year,CI/CD; Azure; Mid-level; Machine learning; Natural language processing; Training & development; AI; 2 years; Communication skills; Python; MLOps; Generative AI
AI/ML,"Seattle, WA","$129,300 - $223,600 a year",Computer science; Data mining; Computer Science; Mid-level; 3 years; Bachelor's degree; Machine learning; Natural language processing; Model training; AI; SDLC; Design patterns
AI/ML,"Duluth, MN",From $20 an hour,Writing skills; English; Research; Bachelor's degree; AI; Grammar Experience; Entry level
AI/ML,"San Francisco, CA","$137,100 - $201,600 a year",Scikit-learn; Statistics; Law; Doctoral degree; Big data; Spark; Data analysis skills; Mid-level; Master's degree; Algorithms; Machine learning; Doctor of Philosophy; Master of Science; Natural language processing; A/B testing; 1 year; Machine learning libraries; AI; Python
AI/ML,"Fort Wayne, IN",Estimated: $132K - $215K a year,CI/CD; Cloud infrastructure; Azure; Cloud architecture; Kubernetes; 5 years; Enterprise software; DevOps; C#; PaaS; Google Cloud Platform; Java; Microservices; AWS; Machine learning; Cloud development; JavaScript; APIs; Solution architecture; Senior level; SaaS; AI; Python; PowerShell; AWS Lambda
AI/ML,"San Jose, CA","$194,000 - $355,000 a year",Computer science; Law; Doctoral degree; Computer Science; Research; 3 years; Doctor of Philosophy; Open source contribution; Senior level; AI; Generative AI
AI/ML,Remote,$20 - $25 an hour,Doctoral degree; Machine learning; Mentoring; AI; Communication skills; Python; Teaching; Entry level
AI/ML,United States,Estimated: $18.1K - $86.5K a year,English; Mid-level; Transcription; Computer skills; AI
AI/ML,Remote,Estimated: $92.6K - $156K a year,Looker; Management; Tableau; Analysis skills; Bachelor's degree; Product management; Client services; Senior level; AI; Leadership; 2 years; Communication skills; Generative AI
AI/ML,Remote,"$75,000 - $115,000 a year",Marketing; 5 years; Data analysis skills; Lead generation; Project management; Sentiment analytics; Bachelor's degree; Digital marketing; Machine learning; Content marketing; Conversion optimization; Marketing automation; Project management methodology; HubSpot; Senior level; AI; Communication skills; Marketing
AI/ML,"New York, NY","$122,000 - $129,000 a year",Power BI; Data modeling; Azure; DevOps; Engineering; Data analysis skills; English; Google Cloud Platform; Tableau; Master's degree; SQL; Customer segmentation; AWS; Project management; Machine learning; Natural language processing; Data science; Plotly; Senior level; AI; Communication skills; Python; Marketing
AI/ML,"Palo Alto, CA","$116,000 - $360,000 a year",CI/CD; React; Kubernetes; Computer vision; Relational databases; Mid-level; UI design; Graphic design; Machine learning; JavaScript; Redux; Django; Linux; Flask; AI; Python; High availability
AI/ML,"Santa Barbara, CA","$77,631 - $159,380 a year",Information Science; Master's degree; Analysis skills; Machine learning; Perl; Scripting; APIs; Metadata; Senior level; AI; Data transformation; 2 years; Communication skills; Python; Integrated library system
AI/ML,"New Brunswick, NJ",Estimated: $67.7K - $108K a year,CI/CD; Cloud architecture; DevOps; Mid-level; Master's degree; Bachelor's degree; Machine learning; Continuous integration; UX; UI; AI; Under 1 year; Information Technology
AI/ML,"Boston, MA",Estimated: $96.5K - $127K a year,Ontology; Biology; Microsoft Excel; Doctoral degree; R; Pathology; Mid-level; 3 years; Master's degree; Analysis skills; Bachelor's degree; Doctor of Philosophy; Immunology; Perl; Clinical trials; Oncology; AI; Controlled vocabularies; Project leadership; Leadership; Communication skills; Python; HTML
AI/ML,Remote,"$171,000 - $238,000 a year",Bachelor's degree; Machine learning; Product management; Recruiting; Senior level; Requirements gathering; Leadership; 2 years; Communication skills
AI/ML,Ohio,"$165,000 - $202,000 a year",Looker; Power BI; Sales; Inventory management; Engineering; R; ERP systems; Mid-level; Tableau; 3 years; Master's degree; SQL; Bachelor's degree; Supply chain management; Data analytics; Product demos; ETL; Data science; Data visualization; AI; Master of Business Administration; Communication skills; Python; Data Science
AI/ML,"Bellevue, WA","$184,100 - $267,050 a year",RDBMS; Computer science; Medicine; Doctoral degree; Computer Science; Sales; NoSQL; Apache Hive; Master's degree; Bachelor's degree; Doctor of Philosophy; Distributed systems; Redis; Computer Engineering; ETL; Kafka; Senior level; AI; Master of Business Administration; 2 years; Hadoop
AI/ML,"Seattle, WA","$106,590 - $139,650 a year",Doctoral degree; PyTorch; Research; Machine learning; Doctor of Philosophy; Natural language processing; AI; Python; Entry level
AI/ML,Remote,Estimated: $55.8K - $88.7K a year,Microsoft Powerpoint; Microsoft Word; Microsoft Excel; Organizational skills; AI; Intelligence community; Entry level
AI/ML,"Fort Meade, MD","$114,801 - $160,000 a year",Top Secret Clearance; Certified Athletic Trainer; Computer literacy; Writing skills; Mid-level; Master's degree; High school diploma or GED; Bachelor's degree; Machine learning; Risk management; Counterintelligence; Computer skills; TS/SCI with Polygraph; AI; Intelligence community; Communication skills; Editing; 10 years
AI/ML,"Merrimack, NH",Estimated: $113K - $156K a year,Jira; CI/CD; Computer science; Data modeling; Oracle; Computer Science; Pentaho; Relational databases; DevOps; Git; 3 years; Data governance; Snowflake; Databases; SQL; AWS; Docker; Bachelor's degree; Machine learning; Confluence; Scala; Data pipelines; Talend; ETL; Redshift; Senior level; SaaS; AI; Informatica; Communication skills; Data warehouse; Python
AI/ML,"Redmond, WA","$117,200 - $250,200 a year",Doctoral degree; Visual Studio; Research; GitHub; Senior level; AI; 2 years
AI/ML,"Lexington, MA",Estimated: $42.2K - $69.7K a year,MATLAB; R; Data analysis skills; Mid-level; Analysis skills; C++; Bachelor's degree; Machine learning; Physics; AI; Python; Data Science
AI/ML,Remote,"$145,000 - $195,000 a year",5 years; Senior level; AI; Communication skills
AI/ML,"Austin, TX","$145,700 - $240,900 a year",7 years; Program management; Master's degree; Bachelor's degree; Continuous improvement; Product management; Senior level; AI; Master of Business Administration; Generative AI
AI/ML,Remote,Estimated: $52.3K - $64.1K a year,Digital marketing; AI; Entry level
AI/ML,"San Francisco, CA",From $19.80 an hour,Customer service; Barista experience; Machine learning; Coffee experience; POS; AI; Leadership; Communication skills; Entry level
AI/ML,"San Jose, CA","$224,000 - $410,000 a year",Management; Computer vision; Data structures; Research; Algorithms; Bachelor's degree; Machine learning; Team management; Natural language processing; 1 year; Senior level; AI; Research & development; Leadership; Communication skills
AI/ML,"Pascagoula, MS",Estimated: $53.9K - $71.4K a year,High school diploma or GED; Supervising experience; Machine learning; Senior level; Associate's degree; 2 years
AI/ML,"San Antonio, TX",Estimated: $133K - $217K a year,SAFe; 7 years; Data modeling; Cloud architecture; Computer Science; COBIT; Enterprise software; Enterprise architecture; Algorithms; Bachelor's degree; Machine learning; NIST standards; TOGAF; Organizational skills; Agile; IT; Senior level; AI; Communication skills; Information Technology
AI/ML,"Mount Laurel, NJ","$122,304 - $199,680 a year",7 years; Data mining; Management; Financial modeling; Research; Bachelor's degree; Organizational skills; Financial services; Data science; Senior level; AI; Leadership; Banking; Analytics
AI/ML,"Princeton, NJ",Estimated: $40.4K - $54.1K a year,Doctor of Computational Chemistry; Doctoral degree; Computational Biology; Research; Machine learning; Doctor of Philosophy; Biochemistry; Senior level; AI; Communication skills
AI/ML,"Summit, NJ",$28 an hour,Google Suite; Operating systems; Salesforce; iOS; Mid-level; AI; 2 years; Time management
AI/ML,"San Francisco Bay Area, CA","$8,321 - $10,418 a month",Computer science; Law; Doctoral degree; Git; 3 years; C++; C; Machine learning; Doctor of Philosophy; Scripting; Senior level; AI; Communication skills; Python
AI/ML,"Austin, TX",Estimated: $97.1K - $135K a year,TensorFlow; Reinforcement learning; Law; Kubernetes; PyTorch; Software deployment; Google Cloud Platform; Mid-level; 3 years; Prompt engineering; AWS; Docker; Bachelor's degree; Continuous improvement; Deep learning; Natural language processing; IT; AI; Graph databases; Python; MLOps; Generative AI; SDLC
AI/ML,"Belcamp, MD","$84,600 - $193,000 a year",Operations research; Engineering; Process improvement; Secret Clearance; Research; Master's degree; Bachelor's degree; Senior level; AI; Leadership
AI/ML,"New York, NY","$220,000 - $260,000 a year",RESTful API; Sales; English; VoIP; Machine learning; Product management; Customer relationship management; REST; Natural language processing; ISO 27001; Senior level; SaaS; AI; Communication skills
AI/ML,"Norfolk, VA","$101,156.00 - $135,499.60 a year",TCP; Law; Doctoral degree; Visio; 11+ years; Mid-level; Master's degree; High school diploma or GED; Doctor of Law; Bachelor's degree; Machine learning; Doctor of Philosophy; TCP/IP; AI
AI/ML,"Cedar Rapids, IA",From $20 an hour,Writing skills; English; Research; Bachelor's degree; AI; Grammar Experience; Entry level
AI/ML,"San Francisco, CA","$70,000 - $80,000 a year",Kubernetes; DevOps; Entry level
AI/ML,Remote,"$38,700 - $93,150 a year",Statistics; 5 years; Writing skills; Ceridian; Journalism; Mid-level; Team development; Dayforce; Bachelor's degree; Journalism; Interviewing; AI; Leadership; Communication skills; Editing; Data Science
AI/ML,"Raleigh, NC",Estimated: $29.1K - $32.3K a year,Search engines; English; Research; AI; Entry level
AI/ML,"Hartland, WI",Estimated: $147K - $189K a year,CI/CD; ASP.NET; 7 years; Azure; MVC; Computer Science; React; RESTful API; DevOps; .NET Core; C#; System design; Enterprise architecture; SQL; Bachelor's degree; ITIL; TOGAF; Redis; REST; POS; Angular; Software development; APIs; Agile; IT; Senior level; AI; Communication skills; Entity Framework; Design patterns
AI/ML,"Los Angeles, CA","$100,000 - $176,000 a year",TensorFlow; Computer science; Doctoral degree; PyTorch; Mobile applications; Research; Master's degree; C++; C; Bachelor's degree; Machine learning; Doctor of Philosophy; Deep learning; Software development; Senior level; AI; Python; Generative AI
AI/ML,United States,N/A,AI models; TensorFlow; 7 years; Doctoral degree; Computer Science; Kubernetes; PyTorch; Google Cloud Platform; Master's degree; AWS; Analysis skills; Docker; Machine learning; Doctor of Philosophy; NIST standards; Intellectual property law; Cloud computing; Senior level; AI; Machine learning frameworks; Communication skills; Python
AI/ML,"Schaumburg, IL","$70,000 a year",Microsoft Excel; Computer Science; CBAP; Salesforce; Business analysis; Data analysis skills; Mid-level; Tableau; SQL; Analysis skills; Project management; Bachelor's degree; Machine learning; ServiceNow; IT; Business Administration; AI; Business; Communication skills; Marketing; Generative AI; Information Technology; CCBA
AI/ML,"San Francisco, CA","$193,440 - $284,050 a year",7 years; AI (as product category for technical sales engineers); Business consulting; Analysis skills; Machine learning research; Bachelor's degree; Machine learning; Deep learning; Strategic consulting; Agile; Machine learning (ML) fundamentals; Financial forecasting analysis; Senior level; AI; Consultative selling; IT consulting
AI/ML,"Austin, TX","From $125,000 a year",5 years; Master's degree; Supervising experience; Bachelor's degree; Machine learning; Senior level; AI; Robotics; Leadership; Marketing
