Job Name,Location,Salary,Qualifications
Front End Software Engineer - Flight Control (Remote),Remote,"$110,000 - $180,000 a year",Web accessibility; CSS; React; D3.js; Enterprise software; Git; Mid-level; AWS; Supervising experience; JavaScript; Distributed systems; Ember.js; SASS; Angular; UI; Open source contribution; Vue.js; Cybersecurity; SaaS; AI; 2 years; HTML
Backend Engineer,Remote,"$141,678 - $154,087 a year",CI/CD; Node.js; RESTful API; Relational databases; Big data; 11+ years; Google Cloud Platform; Databases; 8 years; AWS; Docker; PostgreSQL; Back-end development; REST; GitHub; APIs; S3; Grocery store; Linux; 9 years; Senior level; 4 years; Leadership; TypeScript; SDLC; 10 years
Software Engineer,"Jersey City, NJ","$167,000 - $185,000 a year",CI/CD; Computer science; Kotlin; Oracle; Computer Science; CSS; JUnit; Bootstrap; React; Kubernetes; DB2; Cucumber; Tomcat; UNIX; Selenium; Git; Build automation; Mid-level; Windows; Java; Master's degree; Application development; SQL; OOP; AWS; Docker; Bachelor's degree; JavaScript; Computer Engineering; Angular; Computer Information Systems; Financial services; Linux; Unit testing; Maven; 2 years; Jenkins; Banking; Spring; Shell Scripting; jQuery; HTML; Hibernate; High availability; SDLC
Frontend Engineer,"San Francisco, CA","$150,000 - $250,000 a year",Search engines; CSS; React; Mobile applications; Application development; JavaScript; UX; UI; Senior level; AI; TypeScript; Python
Software Engineer,"Milwaukee, WI","$94,307 - $172,380 a year",Spring Boot; Gradle; Node.js; Computer Science; JUnit; Kubernetes; RESTful API; DB2; DevOps; Git; Mid-level; 3 years; Java; SQL; Docker; Bachelor's degree; JavaScript; REST; Software development; Maven; GitLab; Spring; MySQL; SDLC
Software Engineer (C#),"Fort Worth, TX",Estimated: $54K - $86.9K a year,Computer Science; Software Engineering; Data structures; C#; Git; Algorithms; Bachelor's degree; Continuous integration; Scrum; Software development; Software testing; Agile; Robotics; Communication skills; Entry level; Under 1 year; SDLC
Oracle Apex Software Engineer,"New Orleans, LA",Estimated: $102K - $123K a year,Oracle; Management; Computer Science; Bachelor of Electrical Engineering; Engineering; Git; 8 years; SOAP; SQL; Database design; Database management; Bachelor's degree; Continuous integration; REST; Software development; APIs; Agile; Web services; Systems analysis; Service-oriented architecture; Senior level; Electrical Engineering; PL/SQL; Leadership; Data manipulation
Software Engineer II,"Atlanta, GA","$110,000 - $170,000 a year",Node.js; Computer Science; React; Jest; Information Systems; Mid-level; 3 years; Java; Microservices; AWS; Bachelor's degree; JavaScript; APIs; UI; Lending; Unit testing; TypeScript; Communication skills
Software Engineer II,"Liberty Lake, WA","$90,000 - $125,000 a year",Computer science; Computer Science; React; Visual Studio; Employment & labor law; Git; Mid-level; Java; OOP; C++; Bachelor's degree; Product management; Software development; Spring
Sr. Software Quality Assurance Engineer I (3 Openings),"San Diego, CA","$95,000 - $120,000 a year",Computer Science; 5 years; Engineering; Bachelor's degree; Software development; Design controls; Senior level; SaaS; Communication skills; FDA regulations
Software Engineer II,"Redmond, WA","$98,300 - $208,800 a year",CI/CD; Azure; Computer Science; DevOps; Data structures; C#; Mid-level; Java; Algorithms; SQL; C++; Database management; Cloud security; C; Bachelor's degree; JavaScript; Distributed systems; Computer networking; 2 years; Python
Software Engineer (Backend/Fullstack) - Early in Career (March 2025 start date),Colorado,"$95,360 - $163,900 a year",CI/CD; Azure; Go; Computer Science; Software Engineering; Kubernetes; RESTful API; Writing skills; Git; Test-driven development; Google Cloud Platform; Java; Master's degree; AWS; Docker; Bachelor's degree; Splunk; REST; Integration testing; 2 years; Communication skills; Python; Entry level
Software Engineer,"Lehi, UT","$113,400 - $206,300 a year",Computer science; Azure; Computer Science; CSS; React; Mid-level; 3 years; AWS; Bachelor's degree; JavaScript; Front-end development; Communication skills; HTML
Software Engineer,"Annapolis Junction, MD","$105,000 - $113,000 a year",System design; Bachelor's degree; Entry level
Junior Full Stack Software Engineer,"Beavercreek, OH",Estimated: $83.3K - $107K a year,Jira; CI/CD; Node.js; Computer Science; React; Kubernetes; TS/SCI; Software deployment; NoSQL; Git; MongoDB; GitLab CI/CD; Databases; Docker; Bachelor's degree; Continuous integration; REST; Angular; Front-end development; Web services; Jenkins; GitLab; Python; Entry level; Under 1 year
Python and C# developer,"New York, NY","$125,000 - $150,000 a year",Law; Doctoral degree; Web development; C#; Mathematics; SQL; Analysis skills; Machine learning; Doctor of Philosophy; Physics; UX; Senior level; Pair programming; Communication skills; Python
"Full Stack Software Engineer (UI Focus) - TS/SCI w/polygraph - Fort Meade, MD","Baltimore, MD","$97,875 - $163,125 a year",UI development; Operating systems; Computer Science; CSS; React; Relational databases; Mid-level; Windows; 3 years; Databases; Docker; Bachelor's degree; JavaScript; PostgreSQL; Angular; UI; SQLite; Linux; Service-oriented architecture; Leadership; Python; HTML
Software Quality Assurance (SQA) Engineer,"Ivyland, PA",Estimated: $75.3K - $95.8K a year,Jira; MATLAB; C#; Firmware; System design; Test automation; Mid-level; 3 years; Java; Master's degree; Microcontrollers; Bachelor's degree; JavaScript; Back-end development; Computer Engineering; Scripting; Organizational skills; APIs; Web services; Test cases; Communication skills; Python; Mobile devices; SDLC
C# Software Engineer,"Lincolnshire, IL",Estimated: $104K - $128K a year,CI/CD; Authentication; Azure; MVC; Kanban; 5 years; DevOps; .NET Core; C#; Test automation; Microsoft SQL Server; Selenium; Git; Windows; .NET; SQL; Organizational skills; APIs; Agile; Web services; Senior level; Jenkins; Communication skills; Entity Framework
Software Developer - No Code Platform Enhancements,"Philadelphia, PA","$65,000 - $75,000 a year",Rapid prototyping; Computer science; Computer Science; CSS; Software Engineering; Mid-level; Bachelor's degree; JavaScript; REST; Software development; APIs; Communication skills; Under 1 year
Junior C++ Software Engineer,"Fairfield, NJ","$60,000 - $90,000 a year",Computer science; Computer Science; C#; Microsoft SQL Server; C++; Bachelor's degree; Linux; 2 years; WPF; Entry level; MySQL
C# Developer,"Minneapolis, MN",Estimated: $61.7K - $86.7K a year,Azure; Management; Test management tools; DevOps; C#; Mid-level; SQL; OOP; Analysis skills; Bachelor's degree; Continuous improvement; Scripting; IT; 1 year; Communication skills; Python; PowerShell; SDLC; Design patterns
Principal Engineer Software - BM/SRM Software Analyst (24-345),"Huntsville, AL","$102,400 - $153,600 a year",Computer science; MATLAB; Gradle; Computer Science; XML; Engineering; Data structures; Data analysis skills; UNIX; Secret Clearance; 3 years; Java; Master's degree; Algorithms; Bachelor's degree; Agile; Linux; Senior level; GitLab; Python; Debugging
PHP Laravel Developer,Remote,"$95,000 - $125,000 a year",Computer science; Computer Science; CSS; React; 5 years; Laravel; UNIX; Git; English; Mid-level; 3 years; SQL; PHP; AWS; Docker; Bachelor's degree; JavaScript; SASS; Angular; Less; Communication skills; Shell Scripting
Senior Firmware Engineer I,"Duluth, GA",Estimated: $100K - $127K a year,Jira; FTP; 7 years; TCP; Schematics; Bachelor of Science; R; Firmware; System design; Master's degree; Microcontrollers; C++; Project management; C; Bachelor's degree; Master of Science; Network protocols; Continuous integration; Computer networking; Scrum; Organizational skills; Unity; Agile; Linux; Unit testing; TCP/IP; Senior level; Electrical Engineering; Communication skills; Python; Debugging; 4G/LTE
Software Developer I,"Ruston, LA","$60,000 - $90,000 a year",Power BI; Azure; Visual Basic; C#; Microsoft SQL Server; SSRS; Mid-level; SQL; AWS; JavaScript; VBA; 1 year; Python
Backend Engineer,"New York, NY","$120,000 - $160,000 a year",Mid-level; TypeScript; Python
Software Developer Principal (Oracle Utilities CCS / C2M / MDM),"Austin, TX","$143,100 - $174,900 a year",Computer science; Oracle; 11+ years; SQL; Certified Coding Specialist; Solution architecture; Senior level; Master data management
IT Software Developer Res App,"Tustin, CA","$77,560 - $155,120 a year",ASP.NET; Computer science; Microsoft Excel; Computer Science; CSS; Yardi; Microsoft SQL Server; Mid-level; PHP; JavaScript; Software development; APIs; 2 years; Communication skills; jQuery; HTML; MySQL; Design patterns
Software Developers,"Natick, MA","$122,970 - $128,000 a year",JBoss; TensorFlow; Data mining; Computer Science; NumPy; Master's degree; Algorithms; Analysis skills; Machine learning; JavaScript; Computer Engineering; Senior level; Python
AEM Software Engineer,"Dearborn, MI",$75 - $83 an hour,Spring Boot; CI/CD; Cloud architecture; React; 5 years; Bachelor of Science; Slack; Google Cloud Platform; Java; Bachelor's degree; Cloud development; JavaScript; REST; GitHub; Apache; GraphQL; Senior level; Maven; Groovy; Coordinate measuring machine; Leadership; Jenkins
Front-End Engineer,"Arvada, CO","$100,000 - $130,000 a year",Computer science; Ant; Computer Science; Bootstrap; React; Jest; Git; Mid-level; Bachelor's degree; JavaScript; REST; GitHub; APIs; Front-end development; GraphQL; 4 years; Figma; TypeScript; Identity & access management
IT Developer,"Union, NJ","$75,000 - $100,000 a year",Spring Boot; TensorFlow; Oracle; Management; JUnit; Software Engineering; React; RESTful API; Web development; R; Selenium; Git; 3 years; Java; Master's degree; Algorithms; Microservices; AWS; Analysis skills; Bachelor's degree; Machine learning; JavaScript; REST; Natural language processing; Angular; Software development; APIs; Unit testing; Data science; Keras; Vue.js; AI; Communication skills; Python; Spring; Entry level; Debugging; Information Technology
Software Engineer II (Python),Remote,Estimated: $119K - $145K a year,Jira; CI/CD; Computer science; Computer Science; Software Engineering; Kubernetes; Software deployment; Bachelor of Science; DevOps; MongoDB; Mid-level; 3 years; Microservices; AWS; Bachelor's degree; Machine learning; Confluence; PostgreSQL; APIs; S3; Leadership; Communication skills; Python
Software Development Engineer III,Oregon,"$116,008 - $136,480 a year",Web design; CI/CD; Computer Science; Software troubleshooting; React; Relational databases; 5 years; SQL; AWS; Bachelor's degree; Software development; Senior level; Information Technology
Software Engineer,"Buena Park, CA","$70,000 - $80,000 a year",Spring Boot; Management; EDI; Computer Science; DevOps; UNIX; Mid-level; E-commerce; Java; Microservices; AWS; Analysis skills; C; Bachelor's degree; Scripting; POS; Software development; Communication skills; Python; PowerShell; Spring; Information Technology
Software Engineer,"San Diego, CA",$33.65 - $45.67 an hour,MVC; Computer Science; CSS; React; Relational databases; Bachelor of Science; Mid-level; 3 years; Java; Databases; SQL; Bachelor's degree; JavaScript; Accounting; Angular; Web services; JDBC; Vue.js; Spring; SDLC
Software Engineer II,North Carolina,"$110,000 - $125,000 a year",CI/CD; Azure; Go; Software troubleshooting; Kubernetes; NoSQL; Test-driven development; Mid-level; Information security; Databases; SQL; AWS; DICOM; Docker; JavaScript; Software development; Vue.js; Medical imaging; 4 years; Pair programming; TypeScript
Software Development Engineer in Test,"Great Neck, NY","$80,000 - $100,000 a year",C#; Bash; Bachelor's degree; Continuous integration; Software development; Linux; Python; Shell Scripting; Entry level; Under 1 year
Software Test Engineer (Mid-Level),"Denver, CO","$75,000 - $90,000 a year",Management; Web development; Software deployment; Bachelor of Science; Salesforce; DevOps; Visual Studio; C#; ERP systems; Test automation; Microsoft SQL Server; Mid-level; .NET; 3 years; SQL; Bachelor's degree; SQL Server Management Studio; REST; Software development; APIs; Computer skills; Integration testing; Communication skills; HTML
Software Support Developer,"Mount Laurel, NJ","$80,000 - $100,000 a year",Computer science; Computer Science; Web development; IIS; Visual Studio; C#; Microsoft SQL Server; Mid-level; Windows; SQL; OOP; Analysis skills; SQL Server Management Studio; Angular; Communication skills
Software Engineer II - NBC Sports Next,"Minneapolis, MN","$90,000 - $100,000 a year",Node.js; Computer Science; Git; Mid-level; 3 years; AWS; Bachelor's degree; Ruby on Rails; JavaScript; Angular; Ruby; GitHub; Linux; TypeScript; MySQL; Design patterns
Software Development Engineer in Test II,"Hudson, OH",Estimated: $75.1K - $92.4K a year,Jira; CI/CD; Azure; Gherkin; DevOps; C#; LoadRunner; Test automation; Selenium; Git; Test-driven development; Build automation; Mid-level; Windows; .NET; Functional testing; SQL; Database design; AWS; Docker; SVN; BDD; JavaScript; APIs; Agile; Test cases; TFS; 2 years; Jenkins; TypeScript
Low Code / Associate Software Developer,"Meridian, ID",Estimated: $90.1K - $112K a year,CSS; Mid-level; Responsive web design; SQL; JavaScript; UX; Software development; UI; Communication skills; Python; HTML; SDLC
Associate Cloud Software Engineer,"Morrisville, NC",Estimated: $69.6K - $91.1K a year,Spring Boot; Azure; Computer Science; React; DevOps; Engineering; Data structures; Git; Google Cloud Platform; MongoDB; Java; Master's degree; OOP; AWS; Bachelor's degree; Distributed systems; REST; Angular; Software development; Agile; Web services; Communication skills; Entry level; Under 1 year
Software Development Engineer - Front-end,"Lehi, UT","$93,200 - $170,600 a year",Computer science; React; Mid-level; Bachelor's degree; JavaScript; 1 year; TypeScript; Communication skills; SDLC
"Software Engineer, Support","Plano, TX","$70,000 - $100,000 a year",Jira; Computer science; Azure; Computer Science; Software troubleshooting; Relational databases; DevOps; System architecture; Git; Google Cloud Platform; Mid-level; Technical support; Java; AWS; Analysis skills; Machine learning; Zendesk; GitHub; APIs; ServiceNow; IT; Healthcare IT; 2 years; GitLab; Communication skills; MySQL
Software Engineer,"Lehi, UT",Estimated: $90.2K - $124K a year,CI/CD; Azure; Software troubleshooting; React; Kubernetes; Full-stack development; DevOps; .NET Core; C#; Software implementation; System design; NoSQL; Mid-level; .NET; Microservices; SQL; AWS; Analysis skills; Docker; JavaScript; PostgreSQL; Software development; Agile; Front-end development; Service-oriented architecture; SaaS; AI; TypeScript; Debugging
Software Developer - AI Trainer (Contract),"Greensboro, NC",From $40 an hour,Writing skills; C#; English; Mid-level; SQL; C++; Bachelor's degree; JavaScript; Swift; AI; Grammar Experience; Python; HTML
Software Engineer ll,"Seattle, WA","$120,000 - $150,000 a year",Computer science; Computer Science; Bachelor of Science; Data structures; Mid-level; Bachelor's degree; 2 years; Communication skills; SDLC
Software Engineer II/Sr Software Engineer,"Johnston, RI","$73,100 - $127,200 a year",Jira; Azure; Software troubleshooting; RESTful API; Full-stack development; Customer service; Bachelor of Science; C#; Microsoft SQL Server; Git; SQL; OOP; Bachelor's degree; JavaScript; REST; Software development; Agile; Senior level; TFS; Communication skills; SDLC; Design patterns
Principal Engineer Software Quality,"Woodland Hills, CA","$100,300 - $150,500 a year",Microsoft Powerpoint; Microsoft Word; Microsoft Excel; Waterfall; Engineering; Git; Windows; Microsoft Office; Master's degree; Bash; Analysis skills; Bachelor's degree; Scripting; Software development; Agile; Linux; Senior level; 2 years; GitLab; Python; Shell Scripting; AS9100
Software Engineer/Principal Software Engineer,"Camarillo, CA","$89,400 - $165,500 a year",Jira; CSS; React; Kubernetes; RESTful API; Web development; Bachelor of Science; DevOps; .NET Core; Visual Studio; C#; Electronic warfare; Microsoft SQL Server; Secret Clearance; Git; Windows; Java; Master's degree; SQL; Docker; Bachelor's degree; Confluence; JavaScript; PostgreSQL; Terraform; Continuous integration; RabbitMQ; REST; Red Hat OpenShift; Agile; Senior level; TFS; 2 years; Communication skills; WPF; T-SQL; Design patterns
DevOps Engineer (AHT),"Manhattan Beach, CA","$89,400 - $134,200 a year",Jira; CI/CD; Top Secret Clearance; Performance tuning; Management; Bamboo; Ansible; Bachelor of Science; DevOps; C#; cURL; UNIX; Secret Clearance; Mid-level; Windows; .NET; Java; Master's degree; OOP; Analysis skills; C++; C; Bachelor's degree; Confluence; Continuous integration; YAML; Scrum; Organizational skills; GitHub; Software testing; Agile; Linux; 2 years; Jenkins; Communication skills; Python; PowerShell
Software Engineer,"Milton, WI",Estimated: $52.9K - $74.9K a year,Jira; RESTful API; C#; Mid-level; SQL; OOP; REST; Agile; Cloud computing; 1 year; Python; SDLC
Software Controls Engineer,"Rochester, NY","$67,391 - $115,000 a year",Microsoft Powerpoint; Microsoft Word; Microsoft Excel; Microsoft Outlook; Fanuc; Bachelor of Science; Mid-level; Microsoft Office; Programmable logic controllers; Bachelor's degree; Robot programming; Computer skills; Associate's degree; Communication skills; Sensors
Software Engineer I/II,"Glendale, CA","$87,000 - $128,000 a year",TensorFlow; CI/CD; Doctoral degree; PyTorch; Calculus; Bachelor of Science; C#; Mid-level; Fortran; Master's degree; AWS; C++; Math; Docker; C; Bachelor's degree; Doctor of Philosophy; Unity; GitHub; AI; Jenkins; Python
Jr. Software Engineer,Remote,"$80,000 - $120,000 a year",6 years; Computer Science; React; 5 years; Engineering; .NET Core; C#; .NET; 3 years; Java; Master's degree; SQL; Bachelor's degree; 1 year; 4 years; 2 years; TypeScript; Communication skills; Entry level; Under 1 year
Cloud Software Engineer,"Newark, CA",$64.58 - $85.57 an hour,Web design; CI/CD; AJAX; Azure; Information Science; CSS; Software Engineering; React; Full-stack development; Software deployment; DevOps; Data structures; Git; Mid-level; Responsive web design; Algorithms; AWS; Bachelor's degree; JavaScript; Terraform; ECMAScript; Angular; Construction; JSON; Unit testing; 2 years; jQuery; HTML; Design patterns
Software Engineer - Service Platform,"Seattle, WA","$94,000 - $153,000 a year",Computer science; Computer Science; Kubernetes; Big data; Bachelor of Science; Data structures; C#; Google Cloud Platform; Java; Master's degree; Algorithms; AWS; Bachelor's degree; Distributed systems; Master of Science; Data pipelines; Software development; APIs; 1 year; Python; Software architecture; Entry level; Design patterns
Machine Learning Engineer,"Waltham, MA","$158,000 - $213,000 a year",CI/CD; Computer Science; Kubernetes; Software deployment; Bachelor of Science; NumPy; Test-driven development; Mid-level; Master's degree; Pandas; Docker; Bachelor's degree; Machine learning; XGBoost; PostgreSQL; Continuous integration; Django; Software development; Lending; CircleCI; Machine learning libraries; Flask; AI; 2 years; Jenkins; GitLab; Python; Generative AI; MySQL
Software Engineer II,"Chicago, IL","$85,000 - $130,000 a year",Node.js; React; Kubernetes; Spark; Google Cloud Platform; Mid-level; Java; AWS; Docker; Machine learning; JavaScript; PostgreSQL; REST; Angular; Software development; Kafka; GraphQL; Python; MySQL; Hadoop
Full-Stack & AI Engineer,"San Francisco, CA",Estimated: $82.2K - $124K a year,AI; Entry level; Meteor
Software Engineer,"Overland Park, KS","$87,000 - $94,954 a year",CI/CD; Computer science; Computer Science; React; Web development; Full-stack development; Relational databases; Writing skills; .NET Core; C#; NoSQL; Mid-level; 3 years; Application development; Databases; SQL; Bachelor's degree; JavaScript; PostgreSQL; RabbitMQ; Natural language processing; APIs; Unit testing; AI; Debugging
Software Engineer API Platform,"San Francisco, CA","$99,500 - $200,000 a year",Computer science; Computer Science; Mid-level; AWS; APIs; GraphQL
"Software Engineer, Center for Security and Emerging Technology - Walsh School of Foreign Service","Washington, DC","$66,783.00 - $126,720.23 a year",Google Suite; Azure; Software Engineering; React; Selenium; Git; Google Cloud Platform; Mid-level; Microsoft Office; SQL; Gatsby; AWS; Bachelor's degree; JavaScript; GitHub; Apache; Data science; Machine learning libraries; AI; 4 years; Communication skills; Python
Software Engineer - Infrastructure Automation (San Diego CA),"San Diego, CA","$89,400 - $134,200 a year",Jira; Top Secret Clearance; System administration; Bamboo; Kubernetes; Ansible; Mid-level; Windows; Master's degree; Bachelor's degree; Confluence; Virtualization; Continuous integration; YAML; Agile; VMWare; Linux; 1 year; Jenkins; GitLab; Communication skills; vSphere; Python; ESXi; vCenter
Software Engineer,"Tampa, FL","From $65,000 a year",Rust; Go; Computer Science; Software troubleshooting; React; C#; Git; English; Mid-level; Microsoft Office; Java; C++; C; JavaScript; Ruby; Software development; GitHub; APIs; Linux; Electrical Engineering; Associate's degree; Robotics; 2 years; Communication skills; Python
Test Software Engineer,"Edgewood, MD","$88,182.60 - $205,759.00 a year",Jira; Management; Computer Science; 5 years; Bachelor of Science; Git; Windows; C++; Software quality assurance; C; Bachelor's degree; SVN; Scripting; IT; Linux; Senior level; Leadership; Communication skills; Python; Information Technology
"New College Grad Engineer, (RSS FW - Defect Management)","San Jose, CA",Estimated: $91.2K - $126K a year,Jira; MATLAB; SAS; Bachelor of Science; Git; Microsoft Office; Master's degree; C++; C; Bachelor's degree; SVN; Confluence; FIPS; Jenkins; Python; Entry level; Debugging
Software Engineer,"Beaverton, OR","$115,000 a year",Spring Boot; CI/CD; Computer science; Azure; Node.js; Computer Science; React; RESTful API; Full-stack development; Software deployment; Spark; Google Cloud Platform; Mid-level; Microservices; AWS; Bachelor's degree; REST; Angular; Scrum; Software development; Agile; UI; Unit testing; 1 year; TypeScript; Communication skills; Spring; SDLC
Software Engineer,"Ann Arbor, MI","$80,000 - $90,000 a year",CI/CD; Teamwork; Computer Science; CSS; Software troubleshooting; Salesforce Certification; Full-stack development; Relational databases; Salesforce; DevOps; Data structures; UNIX; Git; 3 years; Databases; Algorithms; SQL; OOP; Bachelor's degree; JavaScript; REST; Computer Engineering; Linux; 1 year; Critical thinking; 2 years; Communication skills; Entry level; HTML; Under 1 year
Data Engineer/Automation Engineer,"Dallas, TX","$140,000 a year",CI/CD; Management; Data structures; Selenium; Mid-level; Functional testing; OOP; GitHub; APIs; ETL; Software testing; Data warehouse; Python
Entry Level Java Developer,"Sterling, VA","$63,000 - $70,000 a year",Azure; Computer Science; DevOps; Data structures; System design; NoSQL; Java; Application development; Algorithms; SQL; Database design; OOP; AWS; Bachelor's degree; Network protocols; Agile; Maven; Multithreading; Jenkins; GitLab; Shell Scripting; Entry level; Under 1 year; Network security; SDLC; Design patterns
"Engineer, Software Development","Beaverton, OR","$115,800 - $151,935 a year",Microsoft Word; Microsoft Excel; Management; Doctoral degree; Computer Science; Bachelor of Science; C#; Microsoft Office; .NET; Optics; C++; Bachelor's degree; Doctor of Philosophy; Senior level; WPF; Debugging
"Fullstack Software Engineer II (Frontend), Benefits","San Francisco, CA","$112,200 - $196,350 a year",React; Mid-level; 3 years; Django; APIs; Python
Software Engineer,Remote,"$100,000 - $150,000 a year",Relational databases; DevOps; Mid-level; 3 years; SQL; Ruby on Rails; Communication skills
Software Engineer,"Minneapolis, MN","$75,000 - $95,000 a year",CI/CD; Computer science; Full-stack development; C#; Mid-level; 3 years; Java; PHP; Bachelor's degree; JavaScript; Software development; APIs; Agile; Computer Programming; Unit testing; SaaS; Associate's degree; SDLC
Software Engineer,"Walnut Creek, CA",Estimated: $128K - $182K a year,React; Mid-level; Analysis skills; Agile; 2 years; TypeScript
Java Full Stack Developer,"Newark, NJ","$100,026 - $110,640 a year",React; Web development; Full-stack development; .NET; 3 years; Java; RBAC; IT infrastructure; Bachelor's degree; REST; JSP; GitHub; 4 years; Python; Entry level
Backend Engineer,"Seattle, WA","$120,000 - $150,000 a year",Spring Boot; CI/CD; Cloud infrastructure; Oracle; Computer Science; Software Engineering; Kubernetes; RESTful API; Relational databases; 5 years; DevOps; NoSQL; Google Cloud Platform; Java; Databases; Microservices; Docker; Bachelor's degree; PostgreSQL; Agile; Senior level; Leadership; Communication skills; Spring; MySQL
Senior Software Engineer,"Lake Success, NY","$105,400 - $183,000 a year",Relational databases; Visual Studio; Microsoft SQL Server; Mid-level; 3 years; Databases; SQL; Analysis skills; Bachelor's degree; Computer Programming; SSIS; Communication skills; Time management
"Software Engineer I, Services Engineering","Reno, NV","$90,000 - $100,000 a year",Cloud architecture; Software Engineering; Kubernetes; .NET Core; C#; Git; Google Cloud Platform; SQL; Database design; Bachelor's degree; APIs; Data science; Communication skills; Entry level; Data Science; Design patterns
Associate Software Engineer,"Chesterbrook, PA",$60 - $90 an hour,Jira; Spring Boot; TCP; React; DevOps; NoSQL; Git; Java; High school diploma or GED; REST; Angular; Agile; Linux; JSON; TCP/IP; Vue.js; Mechanical knowledge; Spring; Shell Scripting; Entry level; Under 1 year
(Entry Level) Junior Software Developer,"Rio Rancho, NM","$40,000 a year",CI/CD; Rust; Computer Science; Software Engineering; DevOps; Git; C++; Docker; C; Bachelor's degree; AI; 2 years; GitLab; Python; Entry level
Software Engineer,"Menlo Park, CA",Estimated: $124K - $152K a year,CI/CD; Azure; Go; Management; Computer Science; Kubernetes; Big data; Load balancing; System architecture; NoSQL; Google Cloud Platform; Mid-level; Java; Master's degree; SQL; Database design; AWS; Docker; Bachelor's degree; Scalability; 2 years; Communication skills; Python
Software Engineer,Indiana,"$90,000 - $105,000 a year",CI/CD; Go; Cassandra; C#; MongoDB; Mid-level; Databases; C++; JavaScript; PostgreSQL; Angular; Scrum; Ruby; Agile; 2 years; TypeScript; GitLab; Communication skills; MySQL
Software Engineer / Principal Software Engineer (AHT),"Huntsville, AL","$85,400 - $158,000 a year",Jira; Doctoral degree; JUnit; Kubernetes; Ansible; XML; Visual Studio; Test automation; Secret Clearance; Git; Java; Master's degree; Bash; Jupyter; C++; Docker; Bachelor's degree; Confluence; Doctor of Philosophy; Surveillance; JavaScript; Jupyter Notebook; Perl; Systems engineering; Software development; GitHub; Agile; Linux; Eclipse; Unit testing; 1 year; Senior level; CompTIA Security+; Jenkins; GitLab; Python; Shell Scripting
Software Engineer / Principal Software Engineer - Lab Models & Sims,"Melbourne, FL","$77,200 - $142,900 a year",Jira; Monte Carlo methods; LabView; MATLAB; Doctoral degree; Signal processing; Bamboo; Bachelor of Science; DevOps; Data structures; C#; Secret Clearance; Test-driven development; Java; Master's degree; C++; Bachelor's degree; Confluence; Doctor of Philosophy; Master of Science; Continuous integration; Agile; Senior level; Jenkins; GitLab; Under 1 year; SDLC
Software Engineer - Python Centric,"Dallas, TX","$80,000 - $115,000 a year",Computer science; Computer Science; Bachelor of Science; Mid-level; SQL; AWS; Bachelor's degree; PostgreSQL; Ubuntu; APIs; Warehouse experience; Linux; 1 year; Communication skills; Python
Staff Software Engineer – SW Integrator (25-065),"Colorado Springs, CO","$155,400 - $233,200 a year",Certified Information Systems Auditor; System administration; Doctoral degree; Software Engineering; Software troubleshooting; Writing skills; CCNA; CISSP; UNIX; CompTIA CySA+; Windows; Java; Master's degree; Bachelor's degree; Doctor of Philosophy; Scripting; VMWare; UI; CCNA Security; Linux; IAT; Senior level; CompTIA Security+; IAT Level II; CND; Communication skills; Debugging
Safety-Critical Displays Software Engineer (Level 2 or Level 3),"Melbourne, FL","$77,200 - $142,900 a year",Doctoral degree; Visual Studio; Special Access Program; Git; Mid-level; Java; Master's degree; Algorithms; OOP; C++; Bachelor's degree; Doctor of Philosophy; System testing; HMI Software; Software development; Unity; Agile; Linux; Integration testing; Unit testing; Sensors; Python; Under 1 year; SDLC
Software Engineer,"West Palm Beach, FL","$71,500 - $107,000 a year",Authentication; Computer science; Computer Science; RESTful API; XML; .NET Core; C#; Microsoft SQL Server; Mid-level; 8 years; SOAP; SQL; Database administration; Bachelor's degree; JavaScript; REST; Software testing; Computer Programming; JSON; Communication skills; Python; T-SQL
Senior Backend Engineer (Python),"South Jordan, UT",Estimated: $104K - $145K a year,Computer science; Kotlin; Computer Science; Kubernetes; RESTful API; Web development; DevOps; Java; Microservices; SQL; Database design; Docker; Bachelor's degree; PostgreSQL; Redis; RabbitMQ; REST; GitHub; APIs; Senior level; AI; Python
Software Engineer,"Boston, MA",N/A,UI development; Computer Science; Software Engineering; React; iOS development; Web development; Mobile applications; iOS; Research; Mid-level; Tableau; Bachelor's degree; JavaScript; Public health; Django; UX; Software development; IT; Research data collection; 2 years; TypeScript; Communication skills; Python; Time management
Staff Software Engineer - NG Space Systems,"Redondo Beach, CA","$171,000 - $256,400 a year",Jira; Doctoral degree; Bamboo; Git; Master's degree; Algorithms; OOP; C++; Math; C; Bachelor's degree; Confluence; Doctor of Philosophy; Perl; Scripting; Agile; Linux; Senior level; 4 years; RHEL; Communication skills; Python
"Software Engineer, Backend","San Francisco, CA","$140,000 - $160,000 a year",Computer science; Kotlin; Computer Science; Software Engineering; React; Bachelor of Science; System design; Master's degree; AWS; Bachelor's degree; Ruby on Rails; Ember.js; Senior level; 2 years; TypeScript
SOFTWARE ENGINEER,United States,"$60,000 - $125,000 a year",RDBMS; Backbone.js; ASP.NET; Azure; Oracle; MVC; Computer Science; React; Full-stack development; Enterprise software; Data structures; C#; System design; Microsoft SQL Server; Secret Clearance; Mid-level; Microsoft Office; Java; Application development; Algorithms; SQL; C++; C; Bachelor's degree; JavaScript; Redux; Angular; Software development; APIs; Agile; Web services; CompTIA Security+; PL/SQL; 2 years; Communication skills; jQuery; SDLC
